mtime,date,A,AA,AAC,AAL,AAN,AAOI,AAON,AAP,AAPL,AAT,AAWW,AAXN,ABAX,ABBV,ABC,ABCB,ABCD,ABCO,ABEO,ABG,ABM,ABMD,ABT,ABTX,AC,ACAD,ACBI,ACC,ACCO,ACET,ACGL,ACHC,ACHN,ACIA,ACIW,ACLS,ACM,ACN,ACNB,ACOR,ACRE,ACRS,ACTA,ACTG,ACXM,ADBE,ADC,ADES,ADI,ADM,ADMS,ADNT,ADP,ADRO,ADS,ADSK,ADSW,ADTN,ADUS,ADXS,AE,AEE,AEGN,AEIS,AEL,AEO,AEP,AERI,AES,AET,AF,AFAM,AFG,AFH,AFI,AFL,AFSI,AGCO,AGEN,AGFS,AGII,AGIO,AGM,AGN,AGNC,AGO,AGR,AGX,AGYS,AHH,AHL,AHP,AHT,AI,AIG,AIMC,AIMT,AIN,AIR,AIT,AIV,AIZ,AJG,AJRD,AJX,AKAM,AKAO,AKBA,AKR,AKRX,AKS,AKTS,AL,ALB,ALCO,ALDR,ALE,ALEX,ALG,ALGN,ALGT,ALJ,ALK,ALKS,ALL,ALLE,ALLY,ALNY,ALOG,ALR,ALRM,ALSN,ALX,ALXN,AMAG,AMAT,AMBA,AMBC,AMBR,AMC,AMCX,AMD,AME,AMED,AMG,AMGN,AMH,AMKR,AMN,AMNB,AMOT,AMP,AMPH,AMRC,AMRI,AMSF,AMSWA,AMT,AMTD,AMWD,AMZN,AN,ANAB,ANAT,ANCX,ANDE,ANET,ANF,ANGI,ANGO,ANH,ANIK,ANIP,ANSS,ANTM,AOBC,AON,AOS,AOSL,AP,APA,APAM,APC,APD,APEI,APH,APLE,APOG,APPF,APTI,APTS,AQMS,AR,ARA,ARAY,ARC,ARCB,ARCH,ARD,ARDX,ARE,AREX,ARI,ARII,ARMK,ARNA,ARNC,AROC,AROW,ARR,ARRS,ARRY,ARTNA,ARW,ASB,ASBB,ASC,ASCMA,ASGN,ASH,ASIX,ASMB,ASNA,ASPS,AST,ASTE,AT,ATEN,ATGE,ATH,ATHN,ATHX,ATI,ATKR,ATLO,ATNI,ATO,ATR,ATRA,ATRC,ATRI,ATRO,ATRS,ATSG,ATU,ATVI,ATW,AVA,AVAV,AVB,AVD,AVGO,AVHI,AVID,AVT,AVX,AVXL,AVXS,AVY,AWH,AWI,AWK,AWR,AXAS,AXDX,AXE,AXGN,AXL,AXON,AXP,AXS,AXTA,AXTI,AYI,AYR,AYX,AZO,AZPN,AZZ,X,XBIT,XBKS,XCRA,XEC,XEL,XENT,XHR,XL,XLNX,XLRN,XNCR,XOG,XOM,XON,XONE,XOXO,XPER,XPO,XRAY,XRX,XTLY,XYL,Y,YELP,YEXT,YORW,YRCW,YUM,YUMC,Z,ZAGG,ZAYO,ZBH,ZBRA,ZEN,ZEUS,ZG,ZGNX,ZION,ZIOP,ZIXI,ZNGA,ZOES,ZTS,ZUMZ,ZYNE
309,30/09/2005,78594400,51856062,,,,,2024858,21841900,12356097936,,1989999,,2090484,,75884400,478813,,4987368,7932,1507700,3884000,1506714,108069200,,,2659358,,2044700,9728000,,45911133,,,,14526690,4391933,,46183400,45771,,,,13769887,3468343,,116805214,391700,265718,60746300,68777500,,,38487000,,15441500,52642747,,26584280,,1140,177600,17444800,4304216,12490106,5463600,146618688,47038600,,60201500,77571800,8700300,142882,8398500,,,54701000,,18137600,697801,,,,1050000,19802500,,3921700,,41621,3107199,,7605900,,276030,,8360180,,,2468400,4272000,3980700,13037558,12161300,13311300,7198300,,28956916,,,1629465,,62927700,,,13650600,264288,,3504200,,203900,10212446,,9682200,39268800,22966549,112376400,,,13416460,1605469,1645200,,,77200,21319112,107400,382584203,,,,,,206550200,23451863,11874128,9049000,181805676,,34212594,4171400,62227,199260,15833500,,,8815321,,1355096,70731100,95814724,1410762,104876600,23255900,,62229,325518,2144166,,62149900,,2225668,6952100,987567,29114,6425530,53651600,,38978100,15376800,,73500,66120800,,88386600,28885600,,107560000,,2786361,,,,,,,,1289000,5438226,,,,2844100,,,,,875959,,,515843,,40600723,,82518,13079000,8102234,,,,4393679,22885100,,,,,,4995280,1311117,,11193500,,,,22360700,,128487,29500,5859300,3529600,,474252,16287,81732,3075900,6074727,,131151621,24896800,3814300,,6232030,851733,,450491,23400020,14732400,3649600,,,12915200,,,,2297000,1330885,231000,7420100,63140,19919200,49188228,135360500,24264500,,704364,3664200,,,26478800,7087404,798000,66410900,,1607,7299629,20504800,26337300,,,,92485256,,,,431501700,,,2089825,8067062,421425,22307902,26008600,,,108224,,,160911,,66197400,,,,,56638900,9984117,,2982225,,,11220154,300,5890787,,,,3384950,
310,31/10/2005,59460100,59152601,,,,,2837562,21304300,18693478748,,1752902,,5563332,,87497600,256492,,4828794,7787,1752800,2829500,1896339,105998200,,,997926,,2114600,5922600,,30969756,,,,21092235,6932261,,55022600,32829,,,,5258733,2766750,,145740158,526500,163698,86171400,66756500,,,54012700,,31749800,52767988,,25548334,,263,207400,19731300,3434621,14484226,4323400,102358676,38032300,,58795100,88428200,14032700,96168,7286550,,,68760800,,39627500,2335669,,,,873500,19451700,,2445600,,17058,3335649,,18051000,,349010,,6893990,,,4004200,5637800,7419600,18096422,12737500,10481700,6390100,,46004887,,,2448372,,57592200,,,17461000,377214,,3261900,,184000,14448622,,5786100,34079600,22156541,65933600,,,3704104,1581725,2228500,,,112600,48756980,183500,416718662,,,,,,263936000,31933575,15084119,11998300,205633072,,43780228,3385000,37977,92517,80785800,,,7216588,,807564,55286000,103013678,1414637,147822363,20801800,,56687,118694,1364514,,49658600,,2482215,9389200,951846,24750,5773148,66103800,,38866000,43905000,,71500,99338100,,132895400,25135800,,138629600,,2013490,,,,,,,,787900,8654536,,,,2599900,,,,,1020584,,,586895,,73229353,,53576,14893600,11506889,,,,4759961,21110000,,,,,,3172871,315650,,13349900,,,,29091000,,74351,50000,8526300,6253800,,462110,70000,65287,4940000,5109876,,132950322,29426400,6577000,,8359422,407333,,325639,23095401,18482000,8310100,,,10892000,,,,2270800,1609085,124900,8477300,98816,27634700,65657930,140416100,14574800,,832442,7090400,,,25972300,8669483,987200,76895100,,476,8379229,23105100,32535400,,,,176081531,,,,520852400,,,4119362,10760457,624250,22619610,30028425,,,99778,,,184619,,94127400,,,,,57351700,13699383,,2770206,,,10047618,300,5006202,,,,1720198,
311,30/11/2005,76415300,54471269,,,,,1279780,20396400,13472105024,,1967931,,4438901,,73201200,303021,,4502414,4183,1252100,2315300,2128435,129490200,,,1127243,,1260700,7004000,,45845397,,,,12391620,4639804,,43679300,35593,,,,8508066,1620237,,89263247,650700,367756,56582100,45464400,,,36080700,,19459200,89038664,,22704075,,724,171600,12850700,3005147,9914880,4417300,112083033,35889800,,39734200,68056600,8345800,64828,13362000,,,70615800,,22631100,851317,,,,1277900,18777000,,5644600,,12558,3516525,,12262500,,326980,,7957660,,,4137500,6552100,4961550,14800406,12872500,5712500,5753300,,64607372,,,2608167,,52230500,,,8994000,250438,,1911800,,166800,13681422,,3112500,36926000,20294760,58287400,,,2928436,1622706,4557900,,,88000,140268412,338000,471734014,,,,,,231130300,19917225,11629480,7084100,146231033,,34663725,6636300,17710,163244,42121500,,,4251114,4786854,940415,87413500,77148620,2649697,216640515,33271000,,38760,189266,2633142,,55174300,,1383587,6485300,799930,66667,7299664,52354700,,43243500,34770000,,72100,69492500,,97228200,18441700,,89108800,,1782679,,,,,,,,2059500,6861432,,,,2346700,,,,,723839,,,289130,,51148413,,102585,12410000,7377923,,,,6404474,15453800,,,,,,2742652,256031,,8028300,,,,22194500,,78340,137250,7384800,3304600,,281164,23620,108775,4773800,7740998,,242791448,26077600,5263000,,6701601,697600,,423936,16678736,15466500,6956000,,,8032800,,,,2858800,696580,100000,5158800,101424,22335000,65849379,160075600,18820500,,1647587,4519200,,,20932100,13897267,1649200,81973000,,963,10133879,20099300,24556000,,,,103831374,,,,392467900,,,3065048,10097959,201100,17145730,24191300,,,200682,,,205205,,92893600,,,,,38318600,11627285,,3009756,,,9225627,8750,10644229,,,,8528620,
312,30/12/2005,107817800,41989325,,,,,1679621,14227100,13067011748,,2274541,,3058541,,71992000,331722,,4137356,5426,1048200,4620700,1688820,114704600,,,1169940,,1602200,5104600,,44508546,,,,17979939,7748754,,44847100,62413,,,,12081538,2978888,,191854318,658000,321354,57877700,48622200,,,28609000,,15242200,48417087,,19807605,,930,141100,13586600,2723584,8923727,20345000,135654743,28765000,,38931300,55600800,7293500,90172,11200500,,,51410000,,16232900,1114482,,,,1086100,17259400,,2065300,,39950,2417875,,15705000,,395770,,6897055,,,4196300,8033100,5392800,13162587,11788500,6423700,5770400,,43758387,,,2965330,,41845600,,,6995800,191657,,1938400,,178700,10093795,,4201100,49310800,35462813,44760300,,,3281973,1961083,3002000,,,93200,85734704,392700,401857932,,,,,,202895700,17419388,13103374,6528300,135823413,,51566477,3270600,84485,234572,23479800,,,2934928,1301292,2598134,55176900,87115925,2230447,121181282,26450200,,80854,489511,2598630,,41031300,,3640509,8968200,1539926,47125,7121470,55851600,,23068600,30856200,,67700,61557000,,100270200,16764800,,82274400,,4169392,,,,,,,,1762300,7616031,,,,2019700,,,,,2037140,,,490091,,35948240,,62058,12151600,6993189,,,,5337083,12490300,,,,,,3584300,181565,,12004300,,,,20623500,,125626,51500,4794900,4316200,,500976,74079,102358,5393400,5619957,,319973410,31670800,4652600,,5366306,745733,,350618,9309639,18939500,7185400,,,8433500,,,,2828000,529885,94500,6874300,67614,25099100,51203729,96251900,10273400,,3001278,4461700,,,20210100,14568818,330800,85799000,,1487,6570257,22449900,19974900,,,,113962364,,,,333980900,,,2257088,10583334,182650,17713076,17020400,,,149892,,,164969,,55037000,,,,,52083400,11251392,,3101289,,,14574634,11000,18567716,,,,3130728,
313,31/01/2006,53925400,59342371,,,,,2004467,17459800,21902016388,,1704349,,4715425,,71405400,210442,,7792476,6165,1117000,3223100,1439203,116809100,,,12233708,,1908400,6095100,,42363585,,,,14135472,11065212,,71673200,62319,,,,12628625,2590639,,125593457,423800,2546584,70583700,97039700,,,43622700,,18462400,51702188,,35833502,,862,139400,15183900,4052485,9527404,11988000,110715012,27521700,,56991300,83614200,9307200,158394,8207550,,,69043600,,22392000,935049,,,,706500,16015000,,2662200,,6936,2566492,,8210600,,1536310,,6714350,,,5464800,13520300,5576250,13871008,14827700,10268200,14597100,,45778068,,,1883195,,87372200,,,13817200,228364,,1539900,,270800,22400512,,3059000,62234400,64290424,66820700,,,3808954,2664941,2142300,,,63500,97458148,2816700,636366260,,,,,,405921100,28428975,9704448,11533900,213941054,,37080641,2965000,56370,143208,30984600,,,2304381,523366,1971820,60061400,171470844,2625970,123459244,19512500,,99736,614871,2500416,,46242400,,3424420,7460600,1377228,52625,21007062,64077200,,36858700,39464400,,460300,65542900,,104743600,23432300,,99324800,,3306828,,,,,,,,1866500,9747348,,,,2102400,,,16549169,,2343152,,,296565,,32774760,,55808,11307500,8781784,,,,4271050,16309300,,,,,,3641891,276194,,12587000,,,,58106900,,62643,49500,6042300,2810200,,283247,30808,114113,6249000,4544885,,190028656,35972400,4710200,,7327937,605733,,266319,20940533,19965000,8209200,,,12038500,,,,3274200,729185,90100,5525000,63777,24686700,59818094,125779400,13895300,,2323921,8811800,,,14026500,7978720,2820800,84611400,,1166,8440326,22556200,26137900,,,,154953863,,,,409250000,,,3592456,12742201,209225,17761104,22258600,,,146964,,,225327,,62976600,,,,,36566400,8013825,,4592803,,,12701414,92054,9265266,,,,7113842,
314,28/02/2006,59474300,46594034,,,,,4368462,20633200,18770662736,,775759,,4202348,,53411600,287014,,5388012,5870,2029900,2805200,1871746,89058300,,,13458305,,958700,5345500,,34859232,,,,20026146,10305984,,48806300,29951,324969,,,11243175,3212994,,77191894,833800,302230,64154000,89821000,,,47524400,,14463400,57709544,,18903989,,916,98400,13370600,4465784,15233632,11362100,70423191,27048500,,43805300,68548000,7952600,71604,11315100,,,68941800,,34793400,1466468,,,,853700,22626400,,1901800,,2479,4640340,,8968600,,601840,,6191130,,,2758400,9173800,4559700,16614917,14424500,15215800,7731400,,60833334,,,1263848,,52250000,,,11544400,124726,,2340200,,124200,12357725,,1869000,39598000,29552041,60463500,,,11005309,1711204,1274700,,,47300,70290444,2412300,630111807,,,,,,242994300,23290200,35866582,9723600,275902713,,102066833,2343500,47858,96267,19606100,,,3690783,601184,1019004,50713200,83448477,2178143,165627825,19957500,,50593,257077,2636286,,39471500,,1880706,3981600,3315708,41308,10933862,48564400,,44790700,42790200,,1240600,65498600,,103166400,20491700,,59918400,,2853049,,,,,,,,4751100,7185296,,,,2242600,,,4667266,,1577768,,,251223,,49742727,,59583,12026900,7892771,,,,3514257,14748900,,,,,,5599269,143285,,8312900,,,,47383700,,37671,75750,6169800,3463000,,2018739,29994,226084,4463500,12475467,,266118062,25246400,6144000,,5556472,651600,,423664,10217170,32320900,7188600,,,7394200,,,,2807200,545130,157800,4863500,43822,17572200,56183451,83807400,10515900,,5318725,6599300,,,10168900,24217839,912800,82736600,,778,6624184,22541700,27138500,,,,99238056,,,,366299100,,,3145076,9819066,147375,21781952,18472850,,,87615,,,146295,,53558600,,,,,25803300,9968550,,3985843,,,10178522,173937,7152806,,,,3631366,
315,31/03/2006,59893800,45646882,,,,,2342353,21149500,23203155416,,1957813,,10785878,,56729000,528514,,4736690,6268,1912000,5811500,2667580,109399800,,,14123590,,2019000,4838000,,36232020,,,,18478986,8497657,,78768700,63417,79251,,,9923233,3390424,,117208116,679700,790360,69393700,91192500,,,44408300,,15295300,69712249,,26265831,,1197,139000,17433500,5715871,11567989,13516800,97321509,36961500,,37918400,49693200,13861000,339758,9582300,,,69444000,,29269500,4127606,,,,800400,22727800,,2699300,,176940,4106949,,6510500,,698440,,8073985,,,8435700,9880900,5801400,16145536,14687800,9041000,10669500,,63406225,,,3044653,,83971400,,,10287000,458016,,2621700,,190500,11810122,,3880500,79691200,31567028,69776700,,,7078710,4035583,3362600,,,147300,39639964,5983000,625704148,,,,,,445312100,28190700,18030807,17090100,172748955,,92569695,6201700,85908,136463,29453900,,,3528285,472681,2302728,70593200,149880627,2024629,122207027,36166600,,162585,176831,6511248,,68899200,,5390610,5816800,2819075,30531,8964840,56526400,,40025500,34393800,,1079700,72673900,,111912000,28811800,,78604000,,2519365,,,,,,,,3298000,9372379,,,,3238700,,,6168551,,2046345,,,467595,,34804403,,85140,20667200,10391184,,,,5040587,13458200,,,,,,3472690,349295,,15056800,,,,42348600,,160303,448750,5464400,3688800,,1421204,25262,153594,10993800,21508959,,258771762,34866000,7182300,,8546795,1513200,,1240054,14769796,29938900,7332600,,,10371600,,,,3976600,472005,174900,4923600,56220,27227600,41021418,99596300,13961400,,3214706,6613400,,,15281000,18126404,1168400,80870800,,836,7465911,20921700,30050000,,,,136050553,,,,423542200,,,2692937,8729245,504200,18872950,24903675,,,146611,,,144203,,72241600,,,,,31300600,7813405,,4294833,,,11268196,142780,7606195,,,,5674158,
316,28/04/2006,42386000,74292931,,,,,3179873,25168600,20131158460,,2499453,,10028610,,75344800,276987,,2544386,2125,1666800,4646100,1963066,90047400,,,7807454,,1868400,4040200,,42373242,,,,21067122,6218358,,47239400,84257,77426,,,5990996,4038205,,77824236,654700,289174,44812000,86942100,,,42560200,,22281700,69897916,,23609466,,148,360100,11084100,5808342,10250920,15025100,67392608,39836600,,40557900,143213000,11176100,105336,7932750,,,62504000,,33396200,1554562,,,,884400,14178300,,3289900,,7469,2323892,,7531800,,574770,,6248705,,,5108800,5762100,5469750,11594387,11318800,13991100,8969500,,72390098,,,2159260,,47251000,,,8871000,328730,,2220900,,215900,11250776,,3818800,57582000,44565528,65834100,,,5128276,1589710,2424600,,,76800,24288072,7978600,444105151,,,,,,346102100,26841375,7670949,12470200,206357289,,101793516,4494100,60239,1184696,17707200,,,2280861,143916,1573595,61095300,122446550,1457520,106810124,39850300,,65755,64070,22533330,,41176900,,1951087,3893800,1679266,33983,8679352,75133400,,24577100,47205000,,2362200,69060700,,82952600,23204400,,102822400,,5620047,,,,,,,,7627600,8025595,,,,2593000,,,3648641,,1403565,,,484262,,43838643,,63485,16113500,10275650,,,,3679379,16491700,,,,,,4106896,208287,,12738600,,,,52071100,,99322,228100,5013700,3419600,,768108,12219,166892,6220100,8327130,,154712360,21144000,5862800,,6995794,2369300,,426252,20769790,27007400,11288500,,,9259900,,,,2934400,570735,111000,4723300,86717,23621000,34322284,86586800,6245000,,3977277,6906100,,,10494400,7851470,2160000,75339400,,534,3871390,14901200,26488700,,,,123169382,,,,341344500,,,2395302,7620151,155975,20116260,19782150,,,106433,,,121068,,64797800,,,,,42405900,15358438,,5063164,,,8924497,83689,8543545,,,,4514921,
317,31/05/2006,67336400,77042138,,,,,2756835,29497700,15621056304,,1555378,,14723619,,60530400,402368,,6595286,1566,2145700,4659700,2566646,98150900,,,7294539,,3188000,9097600,,78581394,,,,21015489,12910502,,58902600,50262,323617,,,7222517,5654032,,173844639,1810300,384370,93774600,216711500,,,57264900,,19187500,78375692,,21342842,,1127,831400,16202700,4677339,11864112,12189000,91213916,57856900,,69364900,151599800,9322700,262490,9812400,,,74210200,,54233400,1469704,,,,1136800,28339200,,3003200,,7946,5704839,,10982400,,1687650,,9885690,,,5829400,10801500,9831450,15883582,20644500,15552400,7610300,,90268125,,,2977646,,58852800,,,11724800,604629,,3337400,,270100,10108220,,9167500,63026400,31835037,54241800,,,6349476,2010810,3900500,,,96100,30894108,3799800,593491311,,,,,,325136100,20416725,13346781,14435500,190205216,,106233381,6758100,81613,1211625,22395900,,,3095752,738434,1086147,129400100,208928785,2608845,145706588,33886200,,89967,117476,55869237,,54656700,,3352273,5006000,1161134,39058,13263288,94160300,,54514300,48384600,,2811700,81687300,,115520400,27941200,,102744000,,5949842,,,,,,,,6303000,8958201,,,,3624600,,,3918094,,1559087,,,612240,,44477673,,57821,20194100,10320149,,,,3446239,21418700,,,,,,3268522,194694,,12131700,,,,97136000,,197667,320783,7027800,3843000,,880023,42722,305674,7028800,18671968,,286848648,32067000,12076700,,7645707,4597100,,504181,11453067,33530600,10358600,,,10506800,,,,5030800,497245,103300,5606900,108839,28630300,27536641,126850300,15884600,,2964370,6454200,,,15554000,21002399,817200,120621800,,909,11910768,23063600,24058500,,,,119103935,,,,434888000,,,2681791,10210460,479425,24419460,25411525,,,203151,,,165468,,62919200,,,,,40689100,10152979,,5889352,,,10273698,571370,11662999,,,,8316788,
318,30/06/2006,71030500,60826818,,,,,4191067,35173400,17961537972,,4135561,,7668558,,66033000,743507,,5283376,3392,2788500,5378000,2581940,95704400,,,5108395,,2240800,8694500,,50892687,,,,20660964,11099133,,57093000,20290,427280,,,6320404,8622013,,198677696,1263300,244824,62655600,108470500,,,45893100,,17860300,47770582,,23145829,,196,383700,16829900,4697836,9289689,14422000,69985799,41938300,,63530200,95906200,10228200,230824,10413600,,,64832600,,44979100,1790034,,,,1382700,21673800,,2210900,,1204,4368685,,9013900,,1079010,,7488630,,,6175800,12182500,10879900,17148188,16501700,13495900,12510100,,76195920,,,3633419,,58100900,,,10123000,576757,,4102800,,971400,9563157,,5742500,53517600,24796636,51418100,,,8649462,4957449,3930500,,,140600,40675468,5151371,505953310,,,,,,340431000,27699975,6625553,14270700,190830419,,79332775,7428300,93767,571449,28247500,,,3624021,1268824,1075961,64500600,172811280,6906232,115152919,26650200,,470147,145570,45246866,,36095200,,3028317,5591300,767817,76933,16874118,61884700,,41158800,41615400,,2984200,95788800,,136075100,31357800,,118681600,,5204791,,,,,,,,6194500,11070214,,,,5764500,,,4803755,,1558216,,,1325621,,34580521,,65081,20908200,9731658,,,,6001888,18593900,,,,,,3281372,172319,,11087700,,,,101701400,,1152393,1044785,6589000,8672800,,774547,19426,228077,3996800,9819015,,223330878,22731800,8314900,,7528857,3639300,,644682,17461762,31927400,10733200,,,12590900,,,,7891000,284080,77300,6484500,177691,17503200,22594732,103511600,13655700,,1958914,8761700,,,18124000,16324726,2043600,126318200,,1384,10915189,27582600,30352600,,,,183468118,,,,504336000,,,6586995,9023897,345225,20256718,19971975,,,853234,,,130808,,62895600,,,,,60221400,12192211,,5331482,,,16140468,331195,6434552,,,,9648688,
319,31/07/2006,60443800,62402890,,,,,3124535,30779100,17498083820,,2467295,,6082260,,48024000,835947,,3570594,3146,2693200,3250500,2082691,121510700,,,3807645,,1133000,5297600,,39177927,,,,27016146,5683890,,38983300,23867,41757,,,3405195,5454037,,96605853,602400,250682,73010600,75804600,,,31460500,,26645000,63441816,,25502192,,916,420200,11961200,3987658,7728558,13934000,63692888,34271000,,60116000,124003600,8272800,101238,7515600,,,78192200,,41976500,609538,,,,1072800,19144000,,1471700,,2232,2826431,,5281100,,1458190,,6145245,,,5789700,16018500,7524600,12828590,10836800,14029200,8527500,,100249357,,,2787270,,47276500,,,11061600,330452,,4083500,,343600,7094387,,9070500,51482400,16444056,46827400,,,5198391,2522622,2657300,,,87900,21549740,2290300,507972863,,,,,,422722000,29892375,6315632,11821400,167278254,,118921319,10490900,61531,243888,17771500,,,2739320,237678,927955,49189500,147886595,3589947,229519221,20284400,,181615,468487,20112210,,37581300,,1724215,4567000,660453,31936,9844794,66051000,,24665100,27316200,,2844000,78660200,,97201300,23182100,,97956800,,2803178,,,,,,,,3960800,10266084,,,,3255100,,,2214473,,1023073,,,445855,,47826752,,77976,26774000,7207096,,,,3057532,18055400,,,,,,5933702,163320,,7444200,,,,69412300,,279638,2102403,4725100,7346000,,486466,12088,122462,2883600,6194304,,229855054,15251200,8372900,,6381143,1800900,,406253,14798951,28229200,13353500,,,9047900,,,,4274400,217705,160000,8189600,6797,17052500,25421692,101662200,8041600,,1246354,10670700,,,12740900,9533009,4390800,106642600,,5658,10020714,16645800,24616200,,,,151669125,,,,420057800,,,4718039,15280793,1121150,14597054,22079475,,,398021,,,174120,,84987600,,,,,49974700,13255132,,4494020,,,12467649,464552,9302560,,,,10315408,
320,31/08/2006,53625800,52854073,,,,,2765639,23083200,17901719304,,2806812,,3910162,,55995800,1062823,,5138890,6418,2663900,3062500,2788981,108739300,,,6570035,,1458000,6679700,,40917519,,,,16914609,7209957,,35194100,40810,142154,,,3978899,3421483,,105446581,509900,319216,128132200,83512700,,,41893000,,16547700,72313429,,18939254,,1063,450400,19167000,4077876,7467952,12490600,106131561,33212200,,59310400,135802100,7717300,132198,15301200,,,89542000,,30946700,564964,,,,949100,20785600,,2597000,,20699,4656720,,3751200,,699110,,8024785,,,4942100,7876800,6624400,18441325,12117000,10400500,10652200,,72234467,,,2295675,,46698000,,,16328600,392728,,3910700,,342700,9570565,,14180000,42082400,19341785,51544500,,,3535497,3096504,4718000,,,80300,33521384,3076358,503035512,,,,,,458393900,19899338,8257143,7254200,160959231,,94281634,12583600,48192,380213,19767900,,,2578819,358359,917372,51525700,118492611,8053936,159739809,29726400,,110008,202920,19054679,,62648600,,6344305,7609700,650866,31044,13333836,43134400,,38193200,23705400,,1838300,61668300,,99380700,19881200,,69352000,,1962039,,,,,,,,5961300,9600063,,,,3162100,,,2913649,,1045185,,,406395,,28839828,,77746,22921900,11270121,,,,4409863,25321700,,,,,,5569589,1133370,,12276500,,,,54808700,,47655,1191185,6745400,5305600,,513638,26985,341657,4308900,6706117,,184712990,13348600,8827800,,6245369,2329200,,488593,11723142,34686800,11024500,21900,,7915400,,,,4057400,281860,157300,9675900,75115,10591600,19705569,85037900,10528900,,1514519,7907200,8217000,,11091300,10009030,3386800,98173500,,5320,8177342,16802000,31999800,,,,129097413,,,,507532300,,,8615752,16314327,395900,15341363,21003525,,,391838,,,105431,,65677600,,,,,48273800,10676873,,5378314,,,9130300,149918,3781995,,,,15747237,
321,29/09/2006,55646800,57681639,,,,,2309249,26910500,17737773788,,2043264,,3609952,,44503400,495170,,3102826,2763,11565000,4965400,4008374,97298200,,,3956805,,5340200,7787200,,44245377,,,,21561105,6764071,,45452900,26495,11360531,,,4169430,5458679,,132524226,430200,369948,79320500,88860700,,,35307000,,13222700,59504405,,17640979,,1548,405300,18600200,3411080,8441627,6606000,94107900,32785400,,40994700,74362800,7450900,48746,7840800,,,82514000,,18553300,426126,,,,785700,13141100,,2280000,,22164,4410729,,5836600,,547100,,6642440,,,5955000,8230200,6379900,14654337,10535600,8601100,9738700,,117436108,,,2047895,,40572000,,,13083400,280774,,2551300,,156400,36271873,,14715000,36286400,29932844,45127400,,,4506165,3181223,5713800,,,169100,35218792,2249788,674447896,,,,,,401764000,17654963,5296977,9447500,161360125,,97300020,6366100,29061,175038,17642200,,,2486555,615008,1083216,42280300,76362142,5921079,146084719,24488700,,63799,249740,16090353,,36582500,,7300096,4670700,437502,102883,9299522,48065800,,28777400,19460400,,3151200,85266600,,118848200,20440100,,83213600,,2245639,,,,,,,,3427700,10075115,,,,3232500,,,1851158,,1252670,,,397630,,23654894,,178687,18513900,10535788,,,,3973196,34163900,,,,,,4668987,814702,,5815800,,,,47605500,,31010,708012,5046300,5959400,,291086,7182,241238,3381300,6496982,,191784418,20959800,5259300,,6167400,1747000,,485184,16081718,20616100,9263100,10600,,9242600,,,,5836000,273300,462200,6731600,60709,17615000,12003207,96622600,7792600,,1742246,5614200,1093700,,21804300,12679289,2456800,97401900,,5289,8949904,20684600,29049000,,,,141411058,,,,474608700,,,7209991,13345351,344225,20788932,17172500,,,319742,,,149042,,51637000,,,,,24983200,8895214,,3561838,,,10743077,327310,7065118,,,,13254938,
322,31/10/2006,50905400,98533015,,,,,2322655,21337500,14418433848,,3076959,,9526196,,47702400,621506,,4728014,10711,10279100,3605800,2565082,127697900,,,3661801,,2346000,5282100,,49948848,,609816,,21366747,6849359,,53513100,82046,19027780,,,6401886,3569610,,106213236,506000,346504,92667100,91518900,,,36664000,,25828600,56589403,,27461615,,1771,214500,20061700,4113758,10722057,9388300,96876081,59017300,,45931200,74960900,10801300,150120,6656850,,,79284800,,45220700,511295,,,,716700,14137400,,2401300,,4100,2942674,,8784600,,550850,,6340000,,,5813400,7894700,6648200,16369376,11501300,11182200,18278900,,130342924,,,2191511,,52976600,,,20147000,386817,,3791400,,111000,36905562,,7461400,69170800,21328711,62742900,,,9533187,3162490,3568900,,,208200,38372420,7784260,631676330,,,,,,652563900,29392538,6749716,11004600,190993647,,100248336,11804900,62320,295409,24604900,,,4275561,534346,918197,51824500,231452307,3738758,209983762,25409600,,83231,454590,10661939,,46258500,,5059742,5734100,807983,107997,7957996,51786200,,33033300,46480200,,3242900,85874400,,94236300,18214900,,114392800,,2139647,,,,,,,,4955800,15900517,,,,3724800,,,1841262,,5315808,,,483689,,54594098,,103887,23002400,9136724,,,,4962461,23784800,,,,,,6626482,1420501,,8169600,,,,62164600,,75292,692369,5131900,6751800,,379802,22635,246466,4418500,8376880,,199917248,21826200,5681100,,5914260,1814000,,419896,15363242,25740400,12753400,125,,7883900,,1401500,,3815400,214900,148900,10154300,135078,29915100,37505744,141827200,12972700,,2851999,11078300,1746000,,14787900,16254602,4998400,109896200,,1508,5254787,18854900,30614600,,,,151450049,,,,458618400,,,10097750,14477407,371650,16495769,23589925,,,196526,,,179845,,89936600,,,,,33550300,6668655,,3672743,,,11844396,303118,14276458,,,,8122916,
