date,mtime,manuf_pmi,nonmanuf_pmi,jobless_cl4w,capacity_util,us_sov_slope,cred_spr_aaabaa,spr_ig_sov_10y,vix,m2_yy,us_sov_10yreal,wage_trend_yy,breakeven_infl_10y,oil_p
31/10/2017,454,58.6,60.3,236.25,76.1375,0.7796,0.72,189.98,10.18,0.052628752,0.64,0,1.8847,54.38
30/11/2017,455,57.9,57.1,238.5,77.2684,0.6277,0.7,188.21,11.28,0.050825601,0.61,-0.128205128,1.8827,57.4
29/12/2017,456,59.2,56.2,237.25,77.6484,0.5224,0.71,178.46,11.04,0.047487899,0.7,-0.179487179,1.9834,60.42
31/01/2018,457,59.4,60.3,234.25,77.8571,0.5644,0.71,159.06,13.54,0.048289373,0.63,-0.171428571,2.1121,64.73
28/02/2018,458,60.8,58.4,221.5,77.6079,0.6106,0.69,172.58,19.85,0.04368461,0.88,-0.0625,2.1191,61.64
30/03/2018,459,59.2,58.6,225.5,77.8178,0.4728,0.77,189.11,19.97,0.041358981,1.01,-0.09375,2.0559,64.94
30/04/2018,460,58.6,57.7,222.5,78.1856,0.4652,0.82,180.69,15.93,0.040185483,0.62,-0.029411765,2.1753,68.57
31/05/2018,461,58.9,58.1,221.25,78.8045,0.4312,0.83,187.51,15.43,0.037967272,0.81,-0.057142857,2.0894,67.04
29/06/2018,462,59.7,58.5,221.75,78.0794,0.3319,0.88,197.99,16.09,0.038880685,0.62,-0.058823529,2.1285,74.15
31/07/2018,463,58,57,219.75,78.5531,0.2904,0.92,184.9,12.83,0.041189864,0.61,0,2.1272,68.76
31/08/2018,464,60.4,59.3,212.5,78.7794,0.2335,0.89,189.96,12.86,0.038985625,0.61,0,2.0903,69.8
28/09/2018,465,59.5,60.3,212.5,79.281,0.2424,0.9,182.88,12.12,0.038363396,0.66,0.029411765,2.1449,73.25
31/10/2018,466,58.3,60.9,214.75,79.2538,0.2766,0.93,198.95,21.23,0.037445239,0.89,-0.027777778,2.062,65.31
30/11/2018,467,58.7,60.1,223,79.2889,0.2014,1,230.21,18.07,0.033982733,1,0.088235294,1.9687,50.93
31/12/2018,468,54.8,58.2,215.75,79.5725,0.1964,1.11,247.58,25.42,0.032753638,0.77,0.21875,1.7139,45.41
31/01/2019,469,55.7,56.5,220,79.4625,0.1717,1.19,244.07,16.57,0.037413322,0.51,0.310344828,1.863,53.79
28/02/2019,470,54.2,58.8,226.5,79.0046,0.2009,1.15,222.32,14.78,0.041128271,0.48,0.266666667,1.9442,57.22
29/03/2019,471,55.3,57,217.25,78.4584,0.145,1.06,225.5,13.71,0.041031131,0.63,0.172413793,1.8749,60.14
30/04/2019,472,53.6,55.6,215,78.3986,0.2357,1.01,216.82,13.12,0.040185759,0.37,0.060606061,1.9497,63.91
31/05/2019,473,52.2,56.2,216.75,77.7643,0.2025,0.96,242.54,18.71,0.040498376,0.44,0.090909091,1.742,53.5
28/06/2019,474,51.3,55,221.5,77.7954,0.2502,1.04,231.49,15.08,0.042777138,0.14,0.15625,1.7003,58.47
31/07/2019,475,51,54.2,212,77.6947,0.1423,0.99,216.3,16.12,0.046771831,-0.12,0.21875,1.7497,58.58
30/08/2019,476,48.4,55.8,216.25,77.424,-0.0079,0.9,227.39,18.98,0.049627809,-0.2,0.181818182,1.5417,55.1
30/09/2019,477,48.3,52.9,212.75,77.8366,0.0429,0.88,219.64,16.24,0.05189483,-0.89,0.057142857,1.5204,54.07
31/10/2019,478,48.3,54.6,214.25,77.4346,0.1671,0.92,225.73,13.22,0.056048172,-0.69,0.028571429,1.5501,54.18
30/11/2019,479,48.2,53.9,219.25,76.9891,0.1639,0.88,207.42,12.62,0.064397424,-0.62,-0.054054054,1.633,55.17
31/12/2019,480,47.7,55.6,225.25,77.5723,0.3484,0.87,195.25,13.78,0.069861063,-0.54,-0.051282051,1.786,61.06
31/01/2020,481,51.1,55.9,210,77.1697,0.1936,0.83,214.32,18.84,0.066208998,-0.34,-0.026315789,1.6408,51.56
28/02/2020,482,50.3,56.7,214,76.8754,0.2356,0.83,242.14,40.11,0.066672204,-0.75,0,1.4301,44.76
31/03/2020,483,49.7,53.6,2344,76.9258,0.424,1.27,394.09,53.54,0.067882234,-1.21,0.088235294,0.9269,20.48
30/04/2020,484,41.7,41.6,4667.75,73.5576,0.4437,1.7,325.44,34.15,0.101646178,-1.42,0,1.0694,18.84
29/05/2020,485,43.1,45.4,1989,64.2366,0.4923,1.46,314.74,27.51,0.169508739,-0.79,-0.083333333,1.1432,35.49
30/06/2020,486,52.2,56.5,1476.25,64.8113,0.5076,1.24,290.42,30.43,0.219492247,-0.57,-0.054054054,1.3387,39.27
31/07/2020,487,53.7,56.6,1295.5,68.8723,0.4228,1.17,262.18,24.46,0.229082157,-0.53,-0.025641026,1.5545,40.27
31/08/2020,488,55.6,57.2,887.5,71.7855,0.5739,1.02,274.03,26.41,0.232665639,-1.04,0,1.8049,42.61
30/09/2020,489,55.7,57.2,851,72.4964,0.557,1.05,271.11,26.37,0.230473666,-1.03,-0.054054054,1.6327,40.22
30/10/2020,490,58.8,56.2,791,72.4544,0.7212,1.09,258.63,38.02,0.237849382,-1.03,-0.027777778,1.7078,35.79
30/11/2020,491,57.7,56.8,735.25,73.2399,0.6904,1,231.45,20.57,0.237149248,-0.74,0,1.7899,45.34
31/12/2020,492,60.5,57.7,823,73.9102,0.7921,0.9,221.68,22.75,0.242933186,-0.81,0,1.9868,48.52
29/01/2021,493,58.7,58.7,865.75,74.6682,0.9562,0.79,217.45,33.09,0.247679251,-0.71,-0.081081081,2.1019,52.2
26/02/2021,494,60.8,55.3,804.5,75.3393,1.2779,0.72,225.51,27.95,0.257540558,-0.34,-0.105263158,2.1489,61.5
31/03/2021,495,64.7,63.7,721.5,73.356,1.5801,0.7,203.13,19.4,0.269940672,0.12,-0.081081081,2.3741,59.16
30/04/2021,496,60.7,64.3,611.75,74.3914,1.4675,0.71,199.41,18.61,0.242402103,0.09,-0.028571429,2.4063,63.58
